字段1_文本,字段1_链接,字段2,字段3_文本,字段3_链接,字段4,字段5,字段6,字段7_文本,字段7_链接,字段8,字段9,字段10,字段11,字段12,字段13_文本,字段13_链接,字段14_文本,字段14_链接,字段15_文本,字段15_链接,字段16_文本,字段16_链接,字段17_文本,字段17_链接,字段18,字段19,字段20,字段21_文本,字段21_链接,字段22_文本,字段22_链接,字段23,字段24,时间_文本,时间_链接,字段25_文本,字段25_链接,字段26_文本,字段26_链接,字段27,字段28,字段29,字段30,字段31_文本,字段31_链接,字段32,字段33_文本,字段33_链接
,,,Maritime renewable energy markets: power from the sea,https://www.ingentaconnect.com/content/mts/mtsj/2018/00000052/00000005/art00011,,,"A Copping, A LiVecchi, H Spence… - Marine Technology …, 2018 - ingentaconnect.com",A Copping,https://scholar.google.com/citations?user=e9Q7N0UAAAAJ&hl=en&oi=sra,,"… caught fish and seafood. More than 90% of US seafood is imported, presenting a
unique opportunity for offshore and nearshore aquaculture, in addition to economic
development and job creation. Aquaculture is a nascent US … 
",aquaculture,job,Aquaculture,Cited by 10,"https://scholar.google.com/scholar?cites=3924159322370570775&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:F3rv0xxqdTYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3924159322370570775&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",H Spence,https://scholar.google.com/citations?user=kvIHG00AAAAJ&hl=en&oi=sra,Maritime renewable energy markets: power from the sea,https://www.ingentaconnect.com/content/mts/mtsj/2018/00000052/00000005/art00011,,,"A Copping, A LiVecchi, H Spence… - Marine Technology …, 2018 - ingentaconnect.com",A Copping,https://scholar.google.com/citations?user=e9Q7N0UAAAAJ&hl=en&oi=sra,H Spence,https://scholar.google.com/citations?user=kvIHG00AAAAJ&hl=en&oi=sra,"… caught fish and seafood. More than 90% of US seafood is imported, presenting a
unique opportunity for offshore and nearshore aquaculture, in addition to economic
development and job creation. Aquaculture is a nascent US … 
",aquaculture,Cited by 10,"https://scholar.google.com/scholar?cites=3924159322370570775&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:F3rv0xxqdTYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3924159322370570775&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,job,Aquaculture,,,,,,
,,,At-home international education in Vietnamese universities: Impact on graduates' employability and career prospects,https://link.springer.com/article/10.1007/s10734-019-00372-w,,,"TLH Nghia, HT Giang, VP Quyen - Higher Education, 2019 - Springer",TLH Nghia,https://scholar.google.com/citations?user=fSFHV7IAAAAJ&hl=en&oi=sra,,"… influential members would provide graduates with more information about occupational
opportunities and a … Thus, possessing cultural capital would make job applicants stand out in their …
two institutional reports on the implementation of advanced aquaculture and biotechnology … 
",occupational,job,aquaculture,Cited by 12,"https://scholar.google.com/scholar?cites=1962986573769559165&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:fUxldOPtPRsJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=1962986573769559165&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",HT Giang,https://scholar.google.com/citations?user=tz-6JhEAAAAJ&hl=en&oi=sra,At-home international education in Vietnamese universities: Impact on graduates' employability and career prospects,https://link.springer.com/article/10.1007/s10734-019-00372-w,,,"TLH Nghia, HT Giang, VP Quyen - Higher Education, 2019 - Springer",TLH Nghia,https://scholar.google.com/citations?user=fSFHV7IAAAAJ&hl=en&oi=sra,HT Giang,https://scholar.google.com/citations?user=tz-6JhEAAAAJ&hl=en&oi=sra,"… influential members would provide graduates with more information about occupational
opportunities and a … Thus, possessing cultural capital would make job applicants stand out in their …
two institutional reports on the implementation of advanced aquaculture and biotechnology … 
",occupational,Cited by 12,"https://scholar.google.com/scholar?cites=1962986573769559165&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:fUxldOPtPRsJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=1962986573769559165&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,job,aquaculture,,VP Quyen,https://scholar.google.com/citations?user=D1adt2oAAAAJ&hl=en&oi=sra,,,
[PDF] researchgate.net,https://www.researchgate.net/profile/Ataul_Patwary5/publication/316547588_The_Effects_of_Leadership_Style_into_Fisheries_Business_Sector_in_Bangladesh/links/59032944a6fdccd580cec748/The-Effects-of-Leadership-Style-into-Fisheries-Business-Sector-in-Bangladesh.pdf,[PDF],The effects of leadership style into fisheries business sector in Bangladesh,https://www.researchgate.net/profile/Ataul_Patwary5/publication/316547588_The_Effects_of_Leadership_Style_into_Fisheries_Business_Sector_in_Bangladesh/links/59032944a6fdccd580cec748/The-Effects-of-Leadership-Style-into-Fisheries-Business-Sector-in-Bangladesh.pdf,,,"MS Azim, L Tarannum, AK Patwary - International Journal of …, 2017 - researchgate.net",MS Azim,https://scholar.google.com/citations?user=vV7nfk0AAAAJ&hl=en&oi=sra,,"… is one of the four promising sectors as identified in its vision of National Aquaculture Development
Strategy and Action Plan of Bangladesh (NADS) (2013-2020). NADS has significant potential
to achieve diversification in country's economy and in realizing the job-creating pro … 
",Aquaculture,job,,Cited by 7,"https://scholar.google.com/scholar?cites=3632001020293011305&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:addrTq91ZzIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3632001020293011305&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",AK Patwary,https://scholar.google.com/citations?user=4AW3t5wAAAAJ&hl=en&oi=sra,The effects of leadership style into fisheries business sector in Bangladesh,https://www.researchgate.net/profile/Ataul_Patwary5/publication/316547588_The_Effects_of_Leadership_Style_into_Fisheries_Business_Sector_in_Bangladesh/links/59032944a6fdccd580cec748/The-Effects-of-Leadership-Style-into-Fisheries-Business-Sector-in-Bangladesh.pdf,,,[PDF] researchgate.net,MS Azim,https://scholar.google.com/citations?user=vV7nfk0AAAAJ&hl=en&oi=sra,AK Patwary,https://scholar.google.com/citations?user=4AW3t5wAAAAJ&hl=en&oi=sra,"… is one of the four promising sectors as identified in its vision of National Aquaculture Development
Strategy and Action Plan of Bangladesh (NADS) (2013-2020). NADS has significant potential
to achieve diversification in country's economy and in realizing the job-creating pro … 
",Aquaculture,Cited by 7,"https://scholar.google.com/scholar?cites=3632001020293011305&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:addrTq91ZzIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3632001020293011305&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,job,,[PDF],,,,,
[PDF] int-res.com,https://www.int-res.com/articles/aei2014/6/q006p151.pdf,[PDF],Marine cage culture and the environment: effects on water quality and primary production,https://www.int-res.com/abstracts/aei/v6/n2/p151-174/,,,"C Price, KD Black, BT Hargrave… - Aquaculture environment …, 2015 - int-res.com",KD Black,https://scholar.google.com/citations?user=JhP2mz8AAAAJ&hl=en&oi=sra,Aquaculture ,"… and feeding efficiency. Strain & Hargrave (2005) used mass balance calculations
to estimate the total fish farm derived nutrient output from salmon aquaculture in
different inlets in the Bay of Fundy. Total dissolved phosphorus … 
",fish,farm,aquaculture,Cited by 96,"https://scholar.google.com/scholar?cites=13281084375245557523&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:E4-Agt_jT7gJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=13281084375245557523&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Marine cage culture and the environment: effects on water quality and primary production,https://www.int-res.com/abstracts/aei/v6/n2/p151-174/,,,[PDF] int-res.com,KD Black,https://scholar.google.com/citations?user=JhP2mz8AAAAJ&hl=en&oi=sra,,,"… and feeding efficiency. Strain & Hargrave (2005) used mass balance calculations
to estimate the total fish farm derived nutrient output from salmon aquaculture in
different inlets in the Bay of Fundy. Total dissolved phosphorus … 
",fish,Cited by 96,"https://scholar.google.com/scholar?cites=13281084375245557523&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:E4-Agt_jT7gJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=13281084375245557523&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,farm,aquaculture,,,,,,
[HTML] nature.com,https://www.nature.com/articles/s41467-018-08021-z,[HTML],Supplementary stocking selects for domesticated genotypes,https://www.nature.com/articles/s41467-018-08021-z,,,"IJ Hagen, AJ Jensen, GH Bolstad, OH Diserud… - Nature …, 2019 - nature.com",GH Bolstad,https://scholar.google.com/citations?user=rmVnjbYAAAAJ&hl=en&oi=sra,,"… is being practiced worldwide for close to 180 anadromous and marine fish species 3 . Although
release of hatchery produced juveniles … 9 . Here, we show that this picture is further complicated
if wild individuals are introgressed with escaped farmed genotypes from aquaculture … 
",hatchery,aquaculture,,Cited by 22,"https://scholar.google.com/scholar?cites=513607547895460060&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:3LBE9lezIAcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=513607547895460060&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",OH Diserud,https://scholar.google.com/citations?user=PppSd_wAAAAJ&hl=en&oi=sra,Supplementary stocking selects for domesticated genotypes,https://www.nature.com/articles/s41467-018-08021-z,,,"[HTML] nature.com
Full View",GH Bolstad,https://scholar.google.com/citations?user=rmVnjbYAAAAJ&hl=en&oi=sra,OH Diserud,https://scholar.google.com/citations?user=PppSd_wAAAAJ&hl=en&oi=sra,"… is being practiced worldwide for close to 180 anadromous and marine fish species 3 . Although
release of hatchery produced juveniles … 9 . Here, we show that this picture is further complicated
if wild individuals are introgressed with escaped farmed genotypes from aquaculture … 
",hatchery,Cited by 22,"https://scholar.google.com/scholar?cites=513607547895460060&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:3LBE9lezIAcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=513607547895460060&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,[HTML],,,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:3LBE9lezIAcJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021&scillfp=15712212429096573628&oi=lle"
,,,Internet of Fish: Integration of acoustic telemetry with LPWAN for efficient real-time monitoring of fish in marine farms,https://www.sciencedirect.com/science/article/pii/S0168169918314121,,,"W Hassan, M Føre, JB Ulvund, JA Alfredsen - Computers and Electronics in …, 2019 - Elsevier",M Føre,https://scholar.google.com/citations?user=JllmmRIAAAAJ&hl=en&oi=sra,,"… set by the timer ISR every 60 s, and is used by the application job to trigger … Subsequently, an
extensive field test was conducted at a commercial marine fish farm in Norway, with the … feasibility
of using LoRa-based LPWAN for real-time fish monitoring in marine aquaculture sites … 
",job,fish,farm,Cited by 7,"https://scholar.google.com/scholar?cites=6506420144383088922&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:GllmGaZyS1oJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=6506420144383088922&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",JA Alfredsen,https://scholar.google.com/citations?user=4yA-IyAAAAAJ&hl=en&oi=sra,Internet of Fish: Integration of acoustic telemetry with LPWAN for efficient real-time monitoring of fish in marine farms,https://www.sciencedirect.com/science/article/pii/S0168169918314121,,,"W Hassan, M Føre, JB Ulvund, JA Alfredsen - Computers and Electronics in …, 2019 - Elsevier",M Føre,https://scholar.google.com/citations?user=JllmmRIAAAAJ&hl=en&oi=sra,JA Alfredsen,https://scholar.google.com/citations?user=4yA-IyAAAAAJ&hl=en&oi=sra,"… set by the timer ISR every 60 s, and is used by the application job to trigger … Subsequently, an
extensive field test was conducted at a commercial marine fish farm in Norway, with the … feasibility
of using LoRa-based LPWAN for real-time fish monitoring in marine aquaculture sites … 
",job,Cited by 7,"https://scholar.google.com/scholar?cites=6506420144383088922&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:GllmGaZyS1oJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=6506420144383088922&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,fish,farm,,,,aquaculture,,
[PDF] researchgate.net,https://www.researchgate.net/profile/Hafrijal_Syandri/publication/291945292_Social_Status_of_the_Fish-farmers_of_Floating-net-cages_in_Lake_Maninjau_Indonesia/links/56a764a908ae0fd8b3fdfeeb.pdf,[PDF],"Azrita. 2015. Social status of the fish-farmers of floatingnet-cages in Lake Maninjau, Indonesia",https://www.researchgate.net/profile/Hafrijal_Syandri/publication/291945292_Social_Status_of_the_Fish-farmers_of_Floating-net-cages_in_Lake_Maninjau_Indonesia/links/56a764a908ae0fd8b3fdfeeb.pdf,,,"H Syandri, J Elfiondri - … of Aquaculture Research and Development - researchgate.net",H Syandri,https://scholar.google.com/citations?user=SklaGtAAAAAJ&hl=en&oi=sra,Aquaculture ,"… It was a profitably additional job for the people living the study area [16 … This implies that most
of the fish farmers did not have hatchery in their farms … The research resulted in that the aquaculture
of the floating- net cages played an important role to increase fish production and fish … 
",job,hatchery,aquaculture,Cited by 12,"https://scholar.google.com/scholar?cites=3375477479782239705&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:2U3AQeIa2C4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3375477479782239705&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Azrita. 2015. Social status of the fish-farmers of floatingnet-cages in Lake Maninjau, Indonesia",https://www.researchgate.net/profile/Hafrijal_Syandri/publication/291945292_Social_Status_of_the_Fish-farmers_of_Floating-net-cages_in_Lake_Maninjau_Indonesia/links/56a764a908ae0fd8b3fdfeeb.pdf,,,[PDF] researchgate.net,H Syandri,https://scholar.google.com/citations?user=SklaGtAAAAAJ&hl=en&oi=sra,,,"… It was a profitably additional job for the people living the study area [16 … This implies that most
of the fish farmers did not have hatchery in their farms … The research resulted in that the aquaculture
of the floating- net cages played an important role to increase fish production and fish … 
",job,Cited by 12,"https://scholar.google.com/scholar?cites=3375477479782239705&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:2U3AQeIa2C4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=3375477479782239705&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,hatchery,aquaculture,[PDF],,,,,
,,,"Effect of polysaccharides extracts of algae Ulva rigida on growth, antioxidant, immune response and resistance of shrimp, Litopenaeus vannamei against …",https://onlinelibrary.wiley.com/doi/abs/10.1111/are.13710,,,"P Akbary, Z Aminikhoei - Aquaculture Research, 2018 - Wiley Online Library",,,Aquaculture ,"… Aquacultures play an important role in the economy and job creation of countries … suggest that
P. damselae can be considered as an emerging pathogen in marine aquaculture (Rivas, Lemos …
Post‐larvae shrimp L. vannamei were purchased from private hatchery (Chabahar, Iran … 
",job,aquaculture,hatchery,Cited by 12,"https://scholar.google.com/scholar?cites=4703786855637039550&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:vrllNTk1R0EJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=4703786855637039550&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Effect of polysaccharides extracts of algae Ulva rigida on growth, antioxidant, immune response and resistance of shrimp, Litopenaeus vannamei against …",https://onlinelibrary.wiley.com/doi/abs/10.1111/are.13710,,,"P Akbary, Z Aminikhoei - Aquaculture Research, 2018 - Wiley Online Library",,,,,"… Aquacultures play an important role in the economy and job creation of countries … suggest that
P. damselae can be considered as an emerging pathogen in marine aquaculture (Rivas, Lemos …
Post‐larvae shrimp L. vannamei were purchased from private hatchery (Chabahar, Iran … 
",job,Cited by 12,"https://scholar.google.com/scholar?cites=4703786855637039550&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:vrllNTk1R0EJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=4703786855637039550&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,hatchery,,,,,,
[HTML] hindawi.com,https://www.hindawi.com/journals/omcl/2018/9506543/abs/,[HTML],Hepatoprotective activity of vitamin E and metallothionein in cadmium-induced liver injury in Ctenopharyngodon idellus,https://www.hindawi.com/journals/omcl/2018/9506543/abs/,,,"Y Duan, J Duan, Y Feng, X Huang, W Fan… - … medicine and cellular …, 2018 - hindawi.com",,,,"… Cadmium (Cd) is a widespread environmental toxin and occupational pollutant and was listed
as … Grass carp (Ctenopharyngodon idellus) aquaculture accounts for 18.10% of the total products
from freshwater … g) and length (15±2.5cm) were purchased from a fish farm in Meishan … 
",occupational,aquaculture,fish,Cited by 13,"https://scholar.google.com/scholar?cites=12685297960855266335&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:H-TDKkk7C7AJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=12685297960855266335&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Hepatoprotective activity of vitamin E and metallothionein in cadmium-induced liver injury in Ctenopharyngodon idellus,https://www.hindawi.com/journals/omcl/2018/9506543/abs/,,,[HTML] hindawi.com,,,,,"… Cadmium (Cd) is a widespread environmental toxin and occupational pollutant and was listed
as … Grass carp (Ctenopharyngodon idellus) aquaculture accounts for 18.10% of the total products
from freshwater … g) and length (15±2.5cm) were purchased from a fish farm in Meishan … 
",occupational,Cited by 13,"https://scholar.google.com/scholar?cites=12685297960855266335&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:H-TDKkk7C7AJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=12685297960855266335&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,fish,[HTML],,,farm,,
,,,Technical efficiency of shrimp farming in Andhra Pradesh: estimation and implications,https://search.proquest.com/openview/d3707e5baf236f4cca0ede82135f9298/1?pq-origsite=gscholar&cbl=2035006,,,"I Sivaraman, M Krishnan, PS Ananthan… - Current World …, 2015 - search.proquest.com",I Sivaraman,https://scholar.google.com/citations?user=ZcIGMd4AAAAJ&hl=en&oi=sra,,"… Family size, occupational status, duration of culture, ownership status was negatively related
with TE … 2. Alam,MF and K. Murshed-e-Jahan., 2008,' Resource allocation efficiency of the
prawncarp farmers of Bangladesh', Aquaculture Economics & Management, 12(3), pp.188-206 … 
",occupational,Aquaculture,,Cited by 9,"https://scholar.google.com/scholar?cites=14279770021773790087&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:h0sZZi3vK8YJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=14279770021773790087&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",M Krishnan,https://scholar.google.com/citations?user=2Sh7r10AAAAJ&hl=en&oi=sra,Technical efficiency of shrimp farming in Andhra Pradesh: estimation and implications,https://search.proquest.com/openview/d3707e5baf236f4cca0ede82135f9298/1?pq-origsite=gscholar&cbl=2035006,,,"I Sivaraman, M Krishnan, PS Ananthan… - Current World …, 2015 - search.proquest.com",I Sivaraman,https://scholar.google.com/citations?user=ZcIGMd4AAAAJ&hl=en&oi=sra,M Krishnan,https://scholar.google.com/citations?user=2Sh7r10AAAAJ&hl=en&oi=sra,"… Family size, occupational status, duration of culture, ownership status was negatively related
with TE … 2. Alam,MF and K. Murshed-e-Jahan., 2008,' Resource allocation efficiency of the
prawncarp farmers of Bangladesh', Aquaculture Economics & Management, 12(3), pp.188-206 … 
",occupational,Cited by 9,"https://scholar.google.com/scholar?cites=14279770021773790087&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:h0sZZi3vK8YJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=14279770021773790087&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Aquaculture,,,PS Ananthan,https://scholar.google.com/citations?user=0kpeOFgAAAAJ&hl=en&oi=sra,,,
