字段1_文本,字段1_链接,字段2,字段3_文本,字段3_链接,字段4,字段5,字段6,字段7_文本,字段7_链接,字段8,字段9,字段10,字段11,字段12,字段13_文本,字段13_链接,字段14_文本,字段14_链接,字段15_文本,字段15_链接,字段16_文本,字段16_链接,字段17_文本,字段17_链接,字段18,字段19,字段20,字段21_文本,字段21_链接,字段22_文本,字段22_链接,字段23,字段24,时间_文本,时间_链接,字段25_文本,字段25_链接,字段26_文本,字段26_链接,字段27,字段28,字段29,字段30,字段31_文本,字段31_链接,字段32,字段33_文本,字段33_链接
,,,Mycena dEurop,https://www.cabdirect.org/cabdirect/abstract/20198659029,,,"G Robich - Mycena dEurop, 2016 - cabdirect.org",,,,"Cookies on CAB Direct. Like most websites we use cookies. This is to ensure that we give you
the best experience possible. Continuing to use www.cabdirect.org means you agree to our use
of cookies. If you would like to, you can learn more about the cookies we use … 
",,,,Cited by 149,"https://scholar.google.com/scholar?cites=18053770881742994434&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:AvyUxvbgi_oJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=18053770881742994434&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Mycena dEurop,https://www.cabdirect.org/cabdirect/abstract/20198659029,,,"G Robich - Mycena dEurop, 2016 - cabdirect.org",,,,,"Cookies on CAB Direct. Like most websites we use cookies. This is to ensure that we give you
the best experience possible. Continuing to use www.cabdirect.org means you agree to our use
of cookies. If you would like to, you can learn more about the cookies we use … 
",,Cited by 149,"https://scholar.google.com/scholar?cites=18053770881742994434&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:AvyUxvbgi_oJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=18053770881742994434&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,,,,,
[PDF] sciencemag.org,https://advances.sciencemag.org/content/advances/4/7/e1701833.full.pdf,[PDF],Seeing slavery in seafood supply chains,https://advances.sciencemag.org/content/4/7/e1701833.short,,,"K Nakamura, L Bishop, T Ward… - Science …, 2018 - advances.sciencemag.org",K Nakamura,https://scholar.google.com/citations?user=gnhop1oAAAAJ&hl=en&oi=sra,,"… For the rural poor, increasing work opportunities in distant water fleets, aquaculture areas, and
processing hubs (2) offset decreasing local … The seafood companies gathered evidence to comply
with legal and customs requirements and had limited access to worker data, human … 
",aquaculture,worker,,Cited by 25,"https://scholar.google.com/scholar?cites=3023916776979108396&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:LBIvikkc9ykJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=3023916776979108396&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",T Ward,https://scholar.google.com/citations?user=efQr5asAAAAJ&hl=en&oi=sra,Seeing slavery in seafood supply chains,https://advances.sciencemag.org/content/4/7/e1701833.short,,,"[PDF] sciencemag.org
Free from Publisher",K Nakamura,https://scholar.google.com/citations?user=gnhop1oAAAAJ&hl=en&oi=sra,T Ward,https://scholar.google.com/citations?user=efQr5asAAAAJ&hl=en&oi=sra,"… For the rural poor, increasing work opportunities in distant water fleets, aquaculture areas, and
processing hubs (2) offset decreasing local … The seafood companies gathered evidence to comply
with legal and customs requirements and had limited access to worker data, human … 
",aquaculture,Cited by 25,"https://scholar.google.com/scholar?cites=3023916776979108396&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:LBIvikkc9ykJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=3023916776979108396&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker,,,,,,Free from Publisher,"https://scholar.google.com/scholar?output=instlink&q=info:LBIvikkc9ykJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021&scillfp=10546831553255243836&oi=lle"
[HTML] nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5658590/,[HTML],Marine microbiome as source of natural products,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5658590/,,,"F de la Calle - Microbial biotechnology, 2017 - ncbi.nlm.nih.gov",,,,"… However, in the main, these estimations are based on 'classical' approaches such as aquaculture,
bioenergy and algal cosmetics and underestimate the role of the marine microbiome. Market
opportunities and job creation are likely to significantly increase in the future with the … 
",aquaculture,job,,Cited by 9,"https://scholar.google.com/scholar?cites=2311462539043070610&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:kuJIv-72EyAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=2311462539043070610&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Marine microbiome as source of natural products,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5658590/,,,"[HTML] nih.gov
Full View",,,,,"… However, in the main, these estimations are based on 'classical' approaches such as aquaculture,
bioenergy and algal cosmetics and underestimate the role of the marine microbiome. Market
opportunities and job creation are likely to significantly increase in the future with the … 
",aquaculture,Cited by 9,"https://scholar.google.com/scholar?cites=2311462539043070610&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:kuJIv-72EyAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=2311462539043070610&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,job,,[HTML],,,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:kuJIv-72EyAJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021&scillfp=12415460167736180156&oi=lle"
,,,International ethical guidelines for health-related research involving humans.,https://www.cabdirect.org/cabdirect/abstract/20173377536,,,"Council for International Organizations of … - … ethical guidelines for …, 2017 - cabdirect.org",,,,"In the new 2016 version of the ethical guidelines, CIOMS provides answers to a number of
pressing issues in research ethics. The Council does so by stressing the need for research having
scientific and social value, by providing special guidelines for health-related research in low … 
",,,,Cited by 398,"https://scholar.google.com/scholar?cites=6887961862522632480&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:IHkZ6tH0ll8J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,International ethical guidelines for health-related research involving humans.,https://www.cabdirect.org/cabdirect/abstract/20173377536,,,"Council for International Organizations of … - … ethical guidelines for …, 2017 - cabdirect.org",,,,,"In the new 2016 version of the ethical guidelines, CIOMS provides answers to a number of
pressing issues in research ethics. The Council does so by stressing the need for research having
scientific and social value, by providing special guidelines for health-related research in low … 
",,Cited by 398,"https://scholar.google.com/scholar?cites=6887961862522632480&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:IHkZ6tH0ll8J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),,,,,,,,,
[HTML] scielo.org.za,http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532018000200013,[HTML],"Water for sustainable development in the berg water management area, South Africa",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532018000200013,,,"MJ Cole, RM Bailey, JDS Cullis… - South African Journal of …, 2018 - scielo.org.za",MJ Cole,https://scholar.google.com/citations?user=b2rPstAAAAAJ&hl=en&oi=sra,,"… The census data also provide the income bracket for each job … The income of each worker was
aggregated to calculate a total annual income per sector … Management System (WARMS) - specifies
11 water-use sectors: irrigation, livestock watering, aquaculture, industry urban … 
",job,worker,aquaculture,Cited by 9,"https://scholar.google.com/scholar?cites=2836770203738553618&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Er0_b3g7XicJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=2836770203738553618&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Water for sustainable development in the berg water management area, South Africa",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532018000200013,,,[HTML] scielo.org.za,MJ Cole,https://scholar.google.com/citations?user=b2rPstAAAAAJ&hl=en&oi=sra,,,"… The census data also provide the income bracket for each job … The income of each worker was
aggregated to calculate a total annual income per sector … Management System (WARMS) - specifies
11 water-use sectors: irrigation, livestock watering, aquaculture, industry urban … 
",job,Cited by 9,"https://scholar.google.com/scholar?cites=2836770203738553618&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Er0_b3g7XicJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=2836770203738553618&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker,aquaculture,[HTML],,,,,
,,,Effect of Lactobacillus johnsonii CRL1647 on different parameters of honeybee colonies and bacterial populations of the bee gut,https://www.ingentaconnect.com/content/wagac/bm/2015/00000006/00000005/art00009,,,"MC Audisio, DC Sabate… - Beneficial …, 2015 - ingentaconnect.com",,,,"… They found that after administration for 21 days the number of pathogenic bacteria in newly
emerged worker bees had diminished … Probiotics in aquaculture: the need, principles and
mechanisms of action and screening processes. Aquaculture 274: 1-14 … 
",worker,aquaculture,Aquaculture,Cited by 32,"https://scholar.google.com/scholar?cites=16031418588172047031&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:t9KWkUQKe94J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 8 versions,"https://scholar.google.com/scholar?cluster=16031418588172047031&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Effect of Lactobacillus johnsonii CRL1647 on different parameters of honeybee colonies and bacterial populations of the bee gut,https://www.ingentaconnect.com/content/wagac/bm/2015/00000006/00000005/art00009,,,"MC Audisio, DC Sabate… - Beneficial …, 2015 - ingentaconnect.com",,,,,"… They found that after administration for 21 days the number of pathogenic bacteria in newly
emerged worker bees had diminished … Probiotics in aquaculture: the need, principles and
mechanisms of action and screening processes. Aquaculture 274: 1-14 … 
",worker,Cited by 32,"https://scholar.google.com/scholar?cites=16031418588172047031&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:t9KWkUQKe94J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 8 versions,"https://scholar.google.com/scholar?cluster=16031418588172047031&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,Aquaculture,,,,,,
[HTML] sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S2468550X17300898,[HTML],"Social-ecological dynamics of the small scale fisheries in Sundarban Mangrove Forest, Bangladesh",https://www.sciencedirect.com/science/article/pii/S2468550X17300898,,,"MMH Mozumder, MM Shamsuzzaman… - Aquaculture and …, 2018 - Elsevier",MMH Mozumder,https://scholar.google.com/citations?user=5oEv-Y0AAAAJ&hl=en&oi=sra,Aquaculture ,"… Advanced. Aquaculture and Fisheries. Aquaculture and Fisheries. Volume 3, Issue 1,
January 2018, Pages 38-49. Aquaculture and Fisheries. Social-ecological dynamics of
the small scale fisheries in Sundarban Mangrove Forest, Bangladesh … 
",Aquaculture,Aquaculture,Aquaculture,Cited by 24,"https://scholar.google.com/scholar?cites=3541577862703520927&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:n5zUUk02JjEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=3541577862703520927&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",MM Shamsuzzaman,https://scholar.google.com/citations?user=qI0dMzEAAAAJ&hl=en&oi=sra,"Social-ecological dynamics of the small scale fisheries in Sundarban Mangrove Forest, Bangladesh",https://www.sciencedirect.com/science/article/pii/S2468550X17300898,,,[HTML] sciencedirect.com,MMH Mozumder,https://scholar.google.com/citations?user=5oEv-Y0AAAAJ&hl=en&oi=sra,MM Shamsuzzaman,https://scholar.google.com/citations?user=qI0dMzEAAAAJ&hl=en&oi=sra,"… Advanced. Aquaculture and Fisheries. Aquaculture and Fisheries. Volume 3, Issue 1,
January 2018, Pages 38-49. Aquaculture and Fisheries. Social-ecological dynamics of
the small scale fisheries in Sundarban Mangrove Forest, Bangladesh … 
",Aquaculture,Cited by 24,"https://scholar.google.com/scholar?cites=3541577862703520927&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:n5zUUk02JjEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=3541577862703520927&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Aquaculture,Aquaculture,[HTML],,,,,
[PDF] osf.io,https://osf.io/9bxnh/download?format=pdf,[PDF],Early effects of COVID-19 interventions on US fisheries and seafood,https://osf.io/preprints/9bxnh/,,,"ER White, HE Froehlich, JA Gephart, RS Cottrell… - 2020 - osf.io",ER White,https://scholar.google.com/citations?user=A_g_ydoAAAAJ&hl=en&oi=sra,,"… 2018. Occupational traumatic injuries among offshore seafood processors in Alaska, 2010–2015 …
Virginia Tech. “Impacts of COVID-19 on US Aquaculture, Aquaponics, and Allied Businesses.”
Virginia Agricultural Research and Extension Centers: Seafood, 2020. Page 9. 9 … 
",Occupational,Aquaculture,,Cited by 10,"https://scholar.google.com/scholar?cites=16142934771574582083&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:QysBVKU5B-AJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=16142934771574582083&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",HE Froehlich,https://scholar.google.com/citations?user=072ktIQAAAAJ&hl=en&oi=sra,Early effects of COVID-19 interventions on US fisheries and seafood,https://osf.io/preprints/9bxnh/,,,[PDF] osf.io,ER White,https://scholar.google.com/citations?user=A_g_ydoAAAAJ&hl=en&oi=sra,HE Froehlich,https://scholar.google.com/citations?user=072ktIQAAAAJ&hl=en&oi=sra,"… 2018. Occupational traumatic injuries among offshore seafood processors in Alaska, 2010–2015 …
Virginia Tech. “Impacts of COVID-19 on US Aquaculture, Aquaponics, and Allied Businesses.”
Virginia Agricultural Research and Extension Centers: Seafood, 2020. Page 9. 9 … 
",Occupational,Cited by 10,"https://scholar.google.com/scholar?cites=16142934771574582083&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:QysBVKU5B-AJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=16142934771574582083&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Aquaculture,,,JA Gephart,https://scholar.google.com/citations?user=FIXvdogAAAAJ&hl=en&oi=sra,,,
[HTML] nature.com,https://www.nature.com/articles/s41437-018-0126-6,[HTML],New locus reveals the genetic architecture of sex reversal in the Chinese tongue sole (Cynoglossus semilaevis),https://www.nature.com/articles/s41437-018-0126-6,,,"Y Cui, W Wang, L Ma, J Jie, Y Zhang, H Wang, H Li - Heredity, 2018 - nature.com",H Li,https://scholar.google.com/citations?user=_sayvTQAAAAJ&hl=en&oi=sra,,"… schemes. In the Chinese tongue sole (Cynoglossus semilaevis), genetic females
may change into pseudomales, thereby increasing aquaculture costs because of
the lower growth rate of the males than that of the females. Here … 
",aquaculture,,,Cited by 12,"https://scholar.google.com/scholar?cites=4072383311312519691&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:CwIDlAsDhDgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=4072383311312519691&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,New locus reveals the genetic architecture of sex reversal in the Chinese tongue sole (Cynoglossus semilaevis),https://www.nature.com/articles/s41437-018-0126-6,,,[HTML] nature.com,H Li,https://scholar.google.com/citations?user=_sayvTQAAAAJ&hl=en&oi=sra,,,"… schemes. In the Chinese tongue sole (Cynoglossus semilaevis), genetic females
may change into pseudomales, thereby increasing aquaculture costs because of
the lower growth rate of the males than that of the females. Here … 
",aquaculture,Cited by 12,"https://scholar.google.com/scholar?cites=4072383311312519691&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:CwIDlAsDhDgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=4072383311312519691&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],,,,,
[HTML] nature.com,https://www.nature.com/articles/s41598-020-78978-9,[HTML],Descriptive multi-agent epidemiology via molecular screening on Atlantic salmon farms in the northeast Pacific Ocean,https://www.nature.com/articles/s41598-020-78978-9,,,"AW Bateman, AD Schulze, KH Kaukinen, A Tabata… - Scientific reports, 2021 - nature.com",AW Bateman,https://scholar.google.com/citations?user=1GkooIEAAAAJ&hl=en&oi=sra,,"… Abstract. Rapid expansion of salmon aquaculture has resulted in high-density
populations that host diverse infectious agents, for which surveillance and monitoring
are critical to disease management. Screening can reveal infection … 
",aquaculture,,,All 7 versions,"https://scholar.google.com/scholar?cluster=17728321054820501343&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),All 7 versions,javascript:void(0),,,Descriptive multi-agent epidemiology via molecular screening on Atlantic salmon farms in the northeast Pacific Ocean,https://www.nature.com/articles/s41598-020-78978-9,,,[HTML] nature.com,AW Bateman,https://scholar.google.com/citations?user=1GkooIEAAAAJ&hl=en&oi=sra,,,"… Abstract. Rapid expansion of salmon aquaculture has resulted in high-density
populations that host diverse infectious agents, for which surveillance and monitoring
are critical to disease management. Screening can reveal infection … 
",aquaculture,All 7 versions,"https://scholar.google.com/scholar?cluster=17728321054820501343&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),All 7 versions,"https://scholar.google.com/scholar?cluster=17728321054820501343&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],,,,,
,,,"Seafood safety: knowledge, attitudes, self-reported practices and risk perceptions of seafood workers",https://www.sciencedirect.com/science/article/pii/S0963996914006590,,,"LM Zanin, DT da Cunha, E Stedefeldt… - Food Research …, 2015 - Elsevier",LM Zanin,https://scholar.google.com/citations?user=mr3tIncAAAAJ&hl=en&oi=sra,,"… World Health Organization, 2006) and current Brazilian seafood safety laws and publications
(Brazil-Agriculture, Livestock and Food Supply Ministry, 2009, Brazil, Fisheries and Aquaculture
Ministry, 2011 … Table 1. Seafood worker's characteristics … Formal job, 21.6%, 76.0%, 48.7 … 
",Aquaculture,worker's,job,Cited by 31,"https://scholar.google.com/scholar?cites=15515907151382771524&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:RPcc7liTU9cJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=15515907151382771524&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",DT da Cunha,https://scholar.google.com/citations?user=XdDMg8oAAAAJ&hl=en&oi=sra,"Seafood safety: knowledge, attitudes, self-reported practices and risk perceptions of seafood workers",https://www.sciencedirect.com/science/article/pii/S0963996914006590,,,"LM Zanin, DT da Cunha, E Stedefeldt… - Food Research …, 2015 - Elsevier",LM Zanin,https://scholar.google.com/citations?user=mr3tIncAAAAJ&hl=en&oi=sra,DT da Cunha,https://scholar.google.com/citations?user=XdDMg8oAAAAJ&hl=en&oi=sra,"… World Health Organization, 2006) and current Brazilian seafood safety laws and publications
(Brazil-Agriculture, Livestock and Food Supply Ministry, 2009, Brazil, Fisheries and Aquaculture
Ministry, 2011 … Table 1. Seafood worker's characteristics … Formal job, 21.6%, 76.0%, 48.7 … 
",Aquaculture,Cited by 31,"https://scholar.google.com/scholar?cites=15515907151382771524&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:RPcc7liTU9cJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=15515907151382771524&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker's,job,,E Stedefeldt,https://scholar.google.com/citations?user=nrKcX5MAAAAJ&hl=en&oi=sra,,,
[HTML] springer.com,https://link.springer.com/article/10.1007/s11356-014-3229-5?mkt_tok=3RkMMJWWfF9wsRolvanLZKXonjHpfsX64uktX6G%20lMI/0ER3fOvrPUfGjI&error=cookies_not_supported&code=1ad75d20-6939-497c-bce2-f76f65c64d29,[HTML],Conclusions of the Worldwide Integrated Assessment on the risks of neonicotinoids and fipronil to biodiversity and ecosystem functioning,https://link.springer.com/article/10.1007/s11356-014-3229-5?mkt_tok=3RkMMJWWfF9wsRolvanLZKXonjHpfsX64uktX6G%20lMI/0ER3fOvrPUfGjI&error=cookies_not_supported&code=1ad75d20-6939-497c-bce2-f76f65c64d29,,,"JP Van der Sluijs, V Amaral-Rogers… - … Science and Pollution …, 2015 - Springer",JP Van der Sluijs,https://scholar.google.com/citations?user=B8VdMX4AAAAJ&hl=en&oi=sra,,"… forestry. They are also widely used to control insect pests and disease vectors of
companion animals, livestock and aquaculture and for urban and household insect
pest control and timber conservation (Simon-Delso et al. 2014) … 
",aquaculture,,,Cited by 234,"https://scholar.google.com/scholar?cites=11715053844205326819&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:49Fu_GY7lKIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 20 versions,"https://scholar.google.com/scholar?cluster=11715053844205326819&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Conclusions of the Worldwide Integrated Assessment on the risks of neonicotinoids and fipronil to biodiversity and ecosystem functioning,https://link.springer.com/article/10.1007/s11356-014-3229-5?mkt_tok=3RkMMJWWfF9wsRolvanLZKXonjHpfsX64uktX6G%20lMI/0ER3fOvrPUfGjI&error=cookies_not_supported&code=1ad75d20-6939-497c-bce2-f76f65c64d29,,,[HTML] springer.com,JP Van der Sluijs,https://scholar.google.com/citations?user=B8VdMX4AAAAJ&hl=en&oi=sra,,,"… forestry. They are also widely used to control insect pests and disease vectors of
companion animals, livestock and aquaculture and for urban and household insect
pest control and timber conservation (Simon-Delso et al. 2014) … 
",aquaculture,Cited by 234,"https://scholar.google.com/scholar?cites=11715053844205326819&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:49Fu_GY7lKIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 20 versions,"https://scholar.google.com/scholar?cluster=11715053844205326819&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],,,,,
