Abstract,Keywords,Title,Urls
"Background:
        
      
      Sea fishing is one of the most dangerous occupations. Numerous studies have already sought to evaluate the risk level of this occupation through the analysis of the frequency and seriousness of occupational injuries. The purpose of the present study is to analyse these accidents in terms of two main characteristics of the vessels involved: the fishery type (high seas, offshore, coastal, or inshore fishery) and the fishing activity (use of passive or active gears).
    
  

  


              
                


  
    
      
        
          Materials and methods:
        
      
      Injury rates were calculated for the Brittany region and for the year 2012. A second analysis was carried out on 8,286 reported injuries that occurred in France from 2002 to 2012, while vessels were in the process of fishing.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      This first analysis shows that the incidence rate is very high (103 per 1,000 full-time equivalent fishermen) and that it depends more on the fishery type than on the fishing activity; the highest rates concern the offshore and the coastal fleets. Results of the second analysis show that the nature of accidents depends more on the fishing activity than on the type of fishery.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      These findings lead to a discussion of the causes of the highest incidence rate values and the causes of the observed variations. The discussion also involves the methodological difficulties related to the incidence rate calculations.","
      
        
          Keywords:
        
      
      fishery; fishing fleet; incidence rates; occupational injuries.
    ","
  
    
    
    
    
      
  Analysis of occupational injuries in the sea fishing industry according to the type of fishery and the fishing activity


    
  
",https://pubmed.ncbi.nlm.nih.gov/28357834/
"Mobile cranes account for a considerable proportion of crane-related accidents in South Korea. The authors used descriptive and non-parametric statistics to analyse 245 fatal accidents in South Korea from 2007 to 2016. The results showed that human error and crane problems were the main cause of accidents; riggers accounted for the largest number of deaths. To reduce the number of mobile crane fatalities, the authors made recommendations in four areas: educational aspects, mobile crane aspects, technical aspects and other issues. Firstly, business owners need to establish a systematic education system suitable for workers in mobile crane operations. Secondly, efforts should be made to tighten the quality of safety inspections of cranes and supervision of workplaces. Thirdly, efforts should be made to develop more human error-free equipment. Lastly, it is necessary to develop a systematic accident reporting system containing more detailed information to allow a fuller understanding of accident causation.","
      
        
          Keywords:
        
      
      accident; causal factor; fatality; mobile crane; safety.
    ","
  
    
    
    
    
      
  Causes and prevention of mobile crane-related accidents in South Korea


    
  
",https://pubmed.ncbi.nlm.nih.gov/32460676/
"
              
                


  
    
      
      Human hair is considered as a potential biowaste worldwide, and improper disposal of hair can create multiple environmental problems. Due to unique characteristic features, human waste hair can be efficiently utilized for versatile applications, from agricultural industries to fashion industries. There is a huge business of human hair in many multinational countries and also in some rural areas of India. The continuous demand of such keratinous waste for human need in turn is producing residual waste at an alarming rate that causes environmental degradation. Therefore, our study aims to investigate the possible impacts of waste hair reprocessing activity on environmental health in rural India, citing examples from Radhapur village. Physico-chemical parameters of pond water and soil from the dumpsite were assessed. Along with this, elemental profile of waste hair, pond water and soil was estimated. To assess the deterioration of water quality, zooplankton diversity was also measured. Water quality index showed that the studied ponds are unsuitable for drinking purpose and aquaculture. The Shannon index further indicated comparatively lower diversity of zooplankton community in the studied ponds. Due to the presence of total organic carbon and available N-P-K, the soil can sustain the growth and survival of plants; however, the risk of toxic metal accumulation may be persisted. Hence, to enhance the utilization of waste hair in a large scale, a policy framework is extremely required that will incorporate environmental and social well-being and provide necessary support towards sustainable development. Future study needs to be carried out to eliminate the toxic elements from the water and soil using some phytoremediation strategies.
    
  

  


              
            ","
      
        
          Keywords:
        
      
      Elemental profile; Soil quality; Waste hair reprocessing; Water quality index; Zooplankton diversity.
    ","
  
    
    
    
    
      
  The impact of human waste hair reprocessing occupation on environmental degradation-A case study from rural West Bengal, India


    
  
",https://pubmed.ncbi.nlm.nih.gov/32193807/
"
              
                


  
    
      
      Human hair is considered as a potential biowaste worldwide, and improper disposal of hair can create multiple environmental problems. Due to unique characteristic features, human waste hair can be efficiently utilized for versatile applications, from agricultural industries to fashion industries. There is a huge business of human hair in many multinational countries and also in some rural areas of India. The continuous demand of such keratinous waste for human need in turn is producing residual waste at an alarming rate that causes environmental degradation. Therefore, our study aims to investigate the possible impacts of waste hair reprocessing activity on environmental health in rural India, citing examples from Radhapur village. Physico-chemical parameters of pond water and soil from the dumpsite were assessed. Along with this, elemental profile of waste hair, pond water and soil was estimated. To assess the deterioration of water quality, zooplankton diversity was also measured. Water quality index showed that the studied ponds are unsuitable for drinking purpose and aquaculture. The Shannon index further indicated comparatively lower diversity of zooplankton community in the studied ponds. Due to the presence of total organic carbon and available N-P-K, the soil can sustain the growth and survival of plants; however, the risk of toxic metal accumulation may be persisted. Hence, to enhance the utilization of waste hair in a large scale, a policy framework is extremely required that will incorporate environmental and social well-being and provide necessary support towards sustainable development. Future study needs to be carried out to eliminate the toxic elements from the water and soil using some phytoremediation strategies.
    
  

  


              
            ",,"
  
    
    
    
    
      
  Science diplomacy for plant health


    
  
",https://pubmed.ncbi.nlm.nih.gov/32782407/
"Background:
        
      
      In Southeast Asia, though fishermen are known to be a key population at high risk of HIV, little is known about their co-infection rates with Hepatitis C virus (HCV), or how illness and risk behaviors vary by occupation or type of fishermen. In Myanmar, this lack of knowledge is particularly acute, despite the fact that much of the country's border is coastline.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      We conducted a retrospective analysis to assess clinical, demographic, and risk characteristics of HIV-infected, ≥15-year-old males under HIV care from 2004 to 2014. Subgroups of fishermen were categorized according to the location of fishing activities, boat ownership, and length of time at sea. Generalized linear models assessed odds of high risk behaviors, including MSM (men who have sex with men), transactional sex, injection drug use (IDU), and HCV co-infection among international, local subsistence, and national migrant fishermen.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Of 2798 adult males who enrolled in HIV care between 2004 and 2014, 41.9% (n = 1172) were fishermen. Among these, migrants had the highest odds of engaging in risk behaviors such as sex work (Myanmar national migrants: OR 3.26 95% CI: 2.20 to 4.83), and injecting drugs (international migrants: OR 2.93, 95% CI: 1.22 to 3.87) when compared to the general male HIV clinic population. 15.9% of all fishermen reported past or current IDU (23.0% of international migrants). 22.8% of all fishermen were also co-infected with HCV, and though predictably injectors had the highest odds (OR 20.1, 95% CI: 13.7 to 29.5), even after controlling for other risk factors, fishermen retained higher odds (OR 2.37 95% CI: 1.70 to 3.32).
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      HIV positive fishermen in Myanmar had higher odds of HCV co-infection. They also disproportionally injected drugs and engaged in transactional sex more than other patients. This is especially pronounced among international migrant fishermen. HIV-infected fishermen should be counseled on high risk activities, screened for HCV, and targeted by harm reduction programs.","
      
        
          Keywords:
        
      
      Epidemiology-HIV/AIDS; Migration; Risk behaviors; Southeast Asia.
    ","
  
    
    
    
    
      
  Increased hepatitis C virus co-infection and injection drug use in HIV-infected fishermen in Myanmar


    
  
",https://pubmed.ncbi.nlm.nih.gov/30547747/
"The Anthropocene has brought substantial change to ocean ecosystems, but whether this age will bring more or less marine disease is unknown. In recent years, the accelerating tempo of epizootic and zoonotic disease events has made it seem as if disease is on the rise. Is this apparent increase in disease due to increased observation and sampling effort, or to an actual rise in the abundance of parasites and pathogens? We examined the literature to track long-term change in the abundance of two parasitic nematode genera with zoonotic potential: Anisakis spp. and Pseudoterranova spp. These anisakid nematodes cause the disease anisakidosis and are transmitted to humans in undercooked and raw marine seafood. A total of 123 papers published between 1967 and 2017 met our criteria for inclusion, from which we extracted 755 host-parasite-location-year combinations. Of these, 69.7% concerned Anisakis spp. and 30.3% focused on Pseudoterranova spp. Meta-regression revealed an increase in Anisakis spp. abundance (average number of worms/fish) over a 53 year period from 1962 to 2015 and no significant change in Pseudoterranova spp. abundance over a 37 year period from 1978 to 2015. Standardizing changes to the period of 1978-2015, so that results are comparable between genera, we detected a significant 283-fold increase in Anisakis spp. abundance and no change in the abundance of Pseudoterranova spp. This increase in Anisakis spp. abundance may have implications for human health, marine mammal health, and fisheries profitability.","
      
        
          Keywords:
        
      
      anisakiasis; anisakidosis; cod worm; dolphins; fish; herring worm; parasite burden; seals; whales; zoonoses.
    ","
  
    
    
    
    
      
  It's a wormy world: Meta-analysis reveals several decades of change in the global abundance of the parasitic nematodes Anisakis spp. and Pseudoterranova spp. in marine fishes and invertebrates


    
  
",https://pubmed.ncbi.nlm.nih.gov/32189441/
"LC-MS/MS method for confirmation of nitrofuran metabolites in meat and aquaculture products, including the nifursol metabolite (DNSH), was developed. The nitrofuran metabolites investigated were as follows: 3-amino-2-oxazolidinone (AOZ), 3-amino-5-morpholinomethyl-2-oxazolidinone (AMOZ), 1-aminohydantoine (AHD), semicarbazide (SEM) and 3,5-dinitrosalicylic acid hydrazide (DNSH). The sample preparation includes a washing step, allowing to analyze only the fraction of protein-bound residues. The final optimized recovery solvent for injection was found to be a mixture of ammonium acetate 2 mM/acetonitrile (60/40 ; v/v). Matrix effects and stability in biological matrix and standard solution for DNSH have been also carried out. Method performances were assessed using criteria of the Decision (EC) No 2002/657 and considering the proposed-for-adoption reference point for action (RPA) of 0.50 µg.kg-1 under Reg 1871/2019. Trueness ranged 86.5%-103.7% and precision ranged 2.0%-6.5% on intra-laboratory reproducibility conditions. Decision limit (CCα) ranged 0.028-0.182 μg.kg-1 and capability of detection limit (CCβ) ranged 0.032-0.233 µg.kg-1.","
      
        
          Keywords:
        
      
      Liquid chromatography/mass spectrometry (LC-MS/MS); Nifursol metabolite; Nitrofuran metabolites; Prohibited antimicrobials; Veterinary residues.
    ",Confirmation of five nitrofuran metabolites including nifursol metabolite in meat and aquaculture products by liquid chromatography-tandem mass spectrometry: Validation according to European Union Decision 2002/657/EC,https://pubmed.ncbi.nlm.nih.gov/33268173/
"Barn climate is believed to play a major role in the bovine respiratory disease complex. However, the exact air quality parameters associated with (sub)clinical pneumonia or airway inflammation in calves are currently unknown. The objective of this cross-sectional study was to assess associations of air quality parameters with clinical signs, lung consolidation, pulmonary inflammation and infection in group-housed calves. In total, 60 beef and dairy farms were visited from January to April 2017 and 428 calves sampled. Measured air quality parameters included continuous 24-h measurements of ammonia concentration, relative humidity and temperature and punctual measurements of air velocity, ammonia, CO2 and bacterial air load. Calf sampling consisted of clinical examination, thoracic ultrasonography and broncho-alveolar lavage sampling for bacteriological and cytological analysis of broncho-alveolar lavage fluid (BALf). Average air temperature was 14.2 °C (standard deviation (SD) 4.4, range 5.5-23.9) and relative humidity 68.8 % (SD 8.9, range 52.2-91.6). Average ammonia concentration was 1.7 ppm (SD 0.9, range 0-10.0). Lung consolidations of ≥1 cm, ≥3 cm and ≥6 cm in depth were present in 41.1 % (176/428), 27.1 % (116/428) and 16.1 % (69/428) of the calves, respectively. Average pen temperature was positively associated with consolidations of ≥1 cm (P = 0.005), ≥3 cm (P = 0.002) and ≥6 cm (P < 0.01). Ammonia exposure, in hours>4 ppm, was associated with lung consolidation ≥1 cm (odds ratio (OR) = 1.73; confidence interval (CI) = 1.02-3.07; P = 0.04). Ammonia concentration was positively associated with BALf epithelial cell percentage (P = 0.01). Air velocity >0.8 m/s was associated with increased odds of lung consolidation of ≥3 cm (OR = 6.8; CI = 1.2-38.5; P = 0.04) and ≥6 cm (OR = 15.9; CI = 1.2-200.0; P = 0.03). The prevalence of lung consolidations ≥1 cm was higher in the draught (81.8 %; P = 0.0092) and warm, dry and ammonia accumulation clusters (54.2 %; P = 0.02) compared to the presumably normal cluster (31.6 %). In addition, in the warm, dry and ammonia cluster the prevalence of lung consolidations ≥3 cm (38.1 %; P = 0.04) and ≥6 cm (31.4 %; P = 0.01) in depth were higher compared to the presumably normal climate cluster (18.2 % and 9.1 %, respectively). Of all frequently measured indoor air quality parameters, only average temperature, ammonia concentration and air velocity were associated with pneumonia and might therefore be preferable for cost-effective evaluation of calf barn climate.","
      
        
          Keywords:
        
      
      Air velocity; Ammonia; Broncho-Alveolar Lavage fluid; Epithelial cell percentage; Temperature; Thoracic ultrasonography.
    ","
  
    
    
    
    
      
  Associations of barn air quality parameters with ultrasonographic lung lesions, airway inflammation and infection in group-housed calves


    
  
",https://pubmed.ncbi.nlm.nih.gov/32540718/
"Background:
        
      
      Swine brucellosis is a zoonotic disease caused by Brucella suis. The study describes the occurrence of brucellosis in two organized piggeries in Southern India.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      A total of 585 serum samples comprising 575 from pigs and 10 from animal handlers were collected and tested by serological tests and PCR. Tissue samples were collected for isolation of the pathogen.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Out of 575 serum samples screened, 236 (41.04%) were positive for brucellosis by both Rose Bengal plate test (RBPT) and indirect ELISA (iELISA) and 47 (8.17) samples showed Brucella DNA amplification by genus specific PCR. The sows those aborted and 19 boars with orchitis were seropositive for brucellosis indicating association of clinical symptoms with brucellosis seropositivity. Two of 10 pig handlers were positive by RBPT and showed significant serum agglutination test (SAT) titres of >1:160 and 1:320. B. suis bvI was isolated and identified by biochemical tests and confirmed by amplification Brucella genus and Bruce ladder PCRs from vaginal and testicular samples.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      The introduction of untested breeding boars in the farms might have resulted in the disease transmission and spread. The present study highlighted the diagnosis of B. suis bvI as a cause of abortions in the pigs and occupational exposure to farm personnel.","
      
        
          Keywords:
        
      
      Brucellosis; Isolation; PCR; RBPT; Serology; Swine; iELISA.
    ","
  
    
    
    
    
      
  Serological and molecular analysis for brucellosis in selected swine herds from Southern India


    
  
",https://pubmed.ncbi.nlm.nih.gov/30448370/
"The growing seal populations of the Baltic have led to more frequent interactions with coastal fisheries. The motivation for seals to interact with fishing gear is high. It provides high densities of fish. A successful means of mitigating the conflict is the pontoon trap. Seal visits here have been frequent. Seals have access to most parts of the trap system including the middle chamber, which is an overhead environment. Concerns have been raised about seals possible entanglement in this specific part of the trap. As a means of keeping seals from entering the middle chamber, two different Seal Exclusion Devices (SEDs) were tested. A diamond mesh SED and a square mesh SED, which was rotated 45°. The aim was to compare the functionality of the different SEDs with respect to seal deterrent abilities and catch composition. The hypothesis tested were (i) that seals would not be able to enter the middle chamber, (ii) that the catch would increase and (iii) that the SED would deter larger fish from swimming into the middle chamber. Catch data and underwater film were collected. Larger salmons were caught in traps equipped with SEDs. The SEDs did not affect the number of caught fish or the total catch per soak day.",,"
  
    
    
    
    
      
  Pontoon trap for salmon and trout equipped with a seal exclusion device catches larger salmons


    
  
",https://pubmed.ncbi.nlm.nih.gov/30048493/
"Objectives:
        
      
      The purpose of this study is to evaluate chronic health risks before and during the fishing season in a sample of commercial fishermen, addressing the NIOSH priority of Total Worker HealthTM.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      Gillnet license holders in Cordova, Alaska (n = 607) were contacted to participate in a preseason survey (March 2015) assessing health behaviors. A mid-season survey (July 2015) was also conducted. Physical exams and additional assessments were performed on a subset of these fishermen.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Sixty-six fishermen participated in the preseason survey and 38 participated in the mid-season survey. The study population was overwhelmingly white males with an average age of 49. The average BMI was 27 with 70% of the participants overweight or obese. Nearly 80% of the sample considered their health good or better. Participants reported longer working hours, less sleep, and less aerobic exercise during the fishing season (P < .05). FitBitTM monitoring (n = 8) confirmed less sleep and fewer steps during fishing season. In one exam (n = 20), 80% of participants showed measured hearing loss at 4 kz (conversation range), and 70% had one or more upper extremity disorders, including 40% with rotator cuff tendonitis.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      The prevalence of hearing loss, upper extremity disorders, and sleep apnea risk factors were higher than in the general population both before and during the fishing season. Occupational factors including exposure to noise, the upper extremity demands of gillnetting, and long working hours while fishing exacerbate these chronic health conditions. Health promotion programs targeted toward these conditions may present opportunities for improving total worker health.","
      
        
          Keywords:
        
      
      Fishing; health promotion; hearing loss.
    ","
  
    
    
    
    
      
  Chronic Health Risks in Commercial Fishermen: A Cross-Sectional Analysis from a Small Rural Fishing Village in Alaska


    
  
",https://pubmed.ncbi.nlm.nih.gov/29648956/
"An approach is described to validate a fast and simple targeted screening method for antibiotic analysis in meat and aquaculture products by LC-MS/MS. The strategy of validation was applied for a panel of 75 antibiotics belonging to different families, i.e., penicillins, cephalosporins, sulfonamides, macrolides, quinolones and phenicols. The samples were extracted once with acetonitrile, concentrated by evaporation and injected into the LC-MS/MS system. The approach chosen for the validation was based on the Community Reference Laboratory (CRL) guidelines for the validation of screening qualitative methods. The aim of the validation was to prove sufficient sensitivity of the method to detect all the targeted antibiotics at the level of interest, generally the maximum residue limit (MRL). A robustness study was also performed to test the influence of different factors. The validation showed that the method is valid to detect and identify 73 antibiotics of the 75 antibiotics studied in meat and aquaculture products at the validation levels.","
      
        
          Keywords:
        
      
      Antibiotics; aquaculture products; liquid chromatography/mass spectrometry (LC-MS/MS); meat; qualitative method; screening.
    ",Validation approach for a fast and simple targeted screening method for 75 antibiotics in meat and aquaculture products using LC-MS/MS,https://pubmed.ncbi.nlm.nih.gov/27585601/
"Background:
        
      
      A number of applications have been developed using rare earth elements (REE), implying several human exposures and raising unsolved questions as to REE-associated health effects.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      A MedLine survey was retrieved from early reports (1980s) up to June 2015, focused on human and animal exposures to REE. Literature from animal models was selected focusing on REE-associated health effects.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Some REE occupational exposures, in jobs such as glass polishers, photoengravers and movie projectionists showed a few case reports on health effects affecting the respiratory system. No case-control or cohort studies of occupational REE exposures were retrieved. Environmental exposures have been biomonitored in populations residing in REE mining areas, showing REE accumulation. The case for a iatrogenic REE exposure was raised by the use of gadolinium-based contrast agents for nuclear magnetic resonance. Animal toxicity studies have shown REE toxicity, affecting a number of endpoints in liver, lungs and blood. On the other hand, the use of REE as feed additives in livestock is referred as a safe and promising device in zootechnical activities, possibly suggesting a hormetic effect both known for REE and for other xenobiotics. Thus, investigations on long-term exposures and observations are warranted.
    
  

  


              
                


  
    
      
        
          Conclusion:
        
      
      The state of art provides a limited definition of the health effects in occupationally or environmentally REE-exposed human populations. Research priorities should be addressed to case-control or cohort studies of REE-exposed humans and to life-long animal experiments.","
      
        
          Keywords:
        
      
      Biomonitoring; Feed additives; Occupational/environmental/iatrogenic exposure; Organ toxicity; Pneumoconiosis; Rare earth elements.
    ","
  
    
    
    
    
      
  Rare earth elements in human and animal health: State of art and research priorities


    
  
",https://pubmed.ncbi.nlm.nih.gov/26164116/
"Imatinib mesylate (IM) is an anticancer drug that belongs to tyrosine kinase inhibitors. We report the results of the first investigation of the chronic exposure of zebrafish (Danio rerio) to IM. The exposure to IM (0.01, 1 and 100 μg/L) was initiated in adult fish and continued through hatching and the offspring generation for seven months. In addition to standard toxicological endpoints, induction of genotoxic effects and whole-genome transcriptome of liver samples of offspring generation of zebrafish were analysed. Exposure to IM did not affect the survival and growth of zebrafish, did not cause any histopathological changes, but it induced a marginal increase in the chromosomal damage in blood cells. The whole-genome transcriptome analyses demonstrated dose-dependent increase in the number of differentially expressed genes with a significantly higher number of deregulated genes in female fish compared to male. Differentially expressed genes included genes involved in response to DNA damage, cell cycle control and regulation of circadian rhythm. Based on the low genotoxic activity and the pattern of the changes in DNA damage responsive genes we consider that at current environmental exposure levels, IM represents low risk for genotoxic effects in aquatic organisms. Exposure to IM also induced deregulation of the expression of genes associated with steroidogenesis and hormone metabolism and function, which indicates hormone-disrupting activity of IM that has not been studied so far. The study provide new information on the potential consequences of chronic exposure to the residues of tyrosine kinase inhibitors, which remain to be further explored.","
      
        
          Keywords:
        
      
      Aquatic toxicity; Chronic exposure; Danio rerio; Imatinib mesylate; Pharmaceuticals; Toxicogenomic.
    ","
  
    
    
    
    
      
  Deregulation of whole-transcriptome gene expression in zebrafish (Danio rerio) after chronic exposure to low doses of imatinib mesylate in a complete life cycle study


    
  
",https://pubmed.ncbi.nlm.nih.gov/33297093/
"Introduction:
        
      
      Analyses of secular trends in work-related fatal injury in New Zealand have previously only considered the total working population, potentially hiding trends for important subgroups of workers. This paper examines trends in work-related fatalities in worker subgroups between 2005 and 2014 to indicate where workplace safety action should be prioritised.
    
  

  


              
                


  
    
      
        
          Methods:
        
      
      A dataset of fatally injured workers was created; all persons aged 15-84 years, fatally injured in the period 2005-2014, were identified from mortality records, linked to coronial records which were then reviewed for work relatedness. Poisson regression modelling was used to estimate annual percentage change in rates by age, sex, ethnicity, employment status, industry and occupation.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Overall, worker fatalities decreased by 2.4% (95% CI 0.0% to 4.6%) annually; an average reduction of 18 deaths per year from baseline (2005). Significant declines in annual rates were observed for younger workers (15-29 and 30-49 years), indigenous Māori, those in the public administration and service sector, and those in community and personal service occupations. Increases in annual rates occurred for workers in agriculture and forestry and fisheries sectors and for labourers. Rates of worker deaths in work-traffic settings declined faster than in workplace settings.
    
  

  


              
                


  
    
      
        
          Discussion:
        
      
      Although overall age-standardised rates of work-related fatal injury have been declining, these trends were variable. Sources of injury risk in identifiable subgroups with increases in annual rates need to be urgently addressed. This study demonstrates the need for regular, detailed examination of the secular trends to identify those subgroups of workers requiring further workplace safety attention.","
      
        
          Keywords:
        
      
      accidents; epidemiology; injury; mortality studies; public health.
    ","
  
    
    
    
    
      
  Decade of variable progress: trends in fatal injury in workers in New Zealand from a national observational study


    
  
",https://pubmed.ncbi.nlm.nih.gov/33106350/
"Distributions of 137Cs in dissolved and particulate phases of the downstream reaches of seven rivers and adjacent nearshore and offshore waters as far as ∼60 km south of the Fukushima Dai-ichi nuclear power plant (FDNPP) were studied during the high-river-flow period (June-September 2019) and during the period of October 2019 after typhoon Hagibis. Dissolved 137Cs activities in nearshore water were higher than those in rivers and offshore waters, and this distribution was more intensified after the typhoon, indicating the desorption of 137Cs from riverine suspended particles in addition to the ongoing release of contaminated water from the FDNPP and re-entry of radiocesium via submarine groundwater discharge. This scenario is also supported by the reduction of distribution coefficient (Kd) from a geometric mean value of 5.5 × 105 L/kg in rivers to 9.8 × 104 L/kg in nearshore water. The occupation of desorbed 137Cs to the dissolved activity of this nuclide in nearshore water was estimated to be 0.7%-20% (median: 9.7%) during the high-river-flow period, increasing to 1.4%-66% (32.3%) after the typhoon, suggesting that the desorption during the flood period such as typhoons further contributes to the increase in dissolved 137Cs levels in nearshore water.",,Suspended Particle-Water Interactions Increase Dissolved 137 Cs Activities in the Nearshore Seawater during Typhoon Hagibis,https://pubmed.ncbi.nlm.nih.gov/32786583/
"Shellfish production is an important activity for the economy of many countries. As well as its direct value, it helps to stabilize communities in rural areas characterized by limited job opportunities. It is also important for consumers who recognize shellfish as a healthy product that gains its nutrition from natural plankton without the need for fertilizers, chemical treatments or other anthropogenic intervention typical of terrestrial agriculture or other marine aquaculture. Nevertheless, global shellfish fisheries are under threat from harmful algal blooms (HABs) and related biotoxins, whose production is potentially exacerbated by global changes. This research provides evidence of economic impacts on Scottish shellfish farms in the last 10 years caused by HABs and their associated biotoxins. In contrast to previous approaches that have focused on variation in production as a function of temporal trends and blooms events, we use a production function approach to show which input factors (labour, capital, climate variables, concentration of biotoxins) have an effect on production. Results show that diarrhoetic shellfish toxins produced by the genera Dinophysis are most significant. A 1% change in the production of these biotoxins reduces shellfish production by 0.66%, with an average yearly negative variation in production of 15% (1,080 ton) and an economic loss (turnover) of £ (GBP) 1.37 m per year (in 2015 currency) over a national annual industry turnover of ~ £ 12 m. The production function approach is coupled with a multivariate time series model (VAR) capturing the statistical relationship between algal concentration, information on climatic variables and biotoxins to forecast the damage to shellfish production from HABs. This provides producers and regulators with the economic information to plan temporal and spatial mitigating measures necessary to limit damages to production by comparing the costs of these measures with the costs of lost production.",,"
  
    
    
    
    
      
  An approach for evaluating the economic impacts of harmful algal blooms: The effects of blooms of toxic Dinophysis spp. on the productivity of Scottish shellfish farms


    
  
",https://pubmed.ncbi.nlm.nih.gov/33218438/
"Background:
        
      
      Fishery has always been perceived as a physically demanding industry of a manual character. In recent years the physical work environment has developed positively and consequently the current situation in not fully described in the existing literature. This study aims to describe the work environment of Danish fishermen with regard to their physical workload and ergonomic factors.
    
  

  


              
                


  
    
      
        
          Materials and methods:
        
      
      A cross sectional study was performed on a random sample of active Danish commercial fishermen (response rate: 28%) by means of a questionnaire on demographic and self-reported occupational and health data. Questions covering the physical workload were related to seven different work situations and a score summing up the workload was developed for the analysis of the relative impact on different groups of fishermen.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Almost all fishermen (96.2%) were familiar to proper lifting techniques but only 55.4% used them in their daily work. Standing work was the most applied work position (81.8%), while repetitive hand and finger movements and twisting and bending in the back were other frequent work situations. Deckhands had higher workload scores than skippers, while crew on Danish seiners had higher workload scores than fishermen in other vessel types.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      Despite improved work environment in the Danish fishing industry, fishermen still experience high levels of workload and suboptimal ergonomic conditions, which are known to cause pain and impair musculoskeletal health. To address the specific areas of fishing with the highest workload, future investments in assistive devices to ease the demanding work and reduce the workload, should particularly address deckhands and less mechanized vessels.","
      
        
          Keywords:
        
      
      cross sectional study; ergonomics; fishery; occupational health.
    ","
  
    
    
    
    
      
  The workload of fishermen: a cross sectional survey among Danish commercial fishermen


    
  
",https://pubmed.ncbi.nlm.nih.gov/27364175/
"This survey aimed to evaluate the applicability of the Nordic Occupational Skin Questionnaire (NOSQ) as a preliminary screening tool to investigate the presence of contact dermatological disorders in sea fishermen. The Italian version of the NOSQ was administered to 143 male fishermen working at an Apulia (Southern Italy) Fisheries, and 136 male workers who had never worked as sea fishers (controls). A significantly higher rate of frequency of transient itchy wheals on the hands, wrists, and forearms was recorded in the fishermen as compared to the controls (49.6% vs. 8.1%; p < 0.001), while there was no significant difference in the frequency of eczema (8.4% vs. 6.6%). In 46.1% of the fishermen, the onset of transient itchy wheals was associated with contact with specific agents and the most common causes were algae and aquatic plants (49.3%) and seabed sludge (25.3%). In conclusion, the administration of the NOSQ can be useful in preliminary screening for dermatitis in fishermen, although it could show a possible overestimation of the prevalence of transient itchy wheals.","
      
        
          Keywords:
        
      
      NOSQ; contact dermatological disorders; fishermen.
    ","
  
    
    
    
    
      
  Applicability of the Nordic Occupational Skin Questionnaire for Screening Contact Dermatological Disorders in Sea Fishers


    
  
",https://pubmed.ncbi.nlm.nih.gov/29473863/
"
              
                


  
    
      
      Infectious hematopoietic necrosis virus (IHNV) is a pathogen of importance for salmonid aquaculture. In this study, we aimed to characterize virus behavior and defense mechanisms developed in rainbow trout (RT, Oncorhynchus mykiss) experimentally infected with isolates belonging to the five described genotypes of IHNV, i.e. L, U, M, E and J. Mortality was monitored for two months, and blood and target organs were sampled at different times post-infection to assess viral load and cellular and humoral immune responses. Profiles of virulence were highly linked to precocious viral replication but also to the innate and specific immunity elicited in the host. Seroneutralization test (SNT) used for specific antibodies detection exhibited reliable results, with efficient cross-neutralization observed in heterologous systems except for the Asian representative. These data bring new insights about IHNV/RT interaction and reinforce the interest of SNT as preventive and epidemiological tool.
    
  

  


              
            ","
      
        
          Keywords:
        
      
      IHNV; Immunological parameters; Rainbow trout; Seroneutralization test; Virulence.
    ",Comparative analysis of the course of infection and the immune response in rainbow trout (Oncorhynchus mykiss) infected with the 5 genotypes of infectious hematopoietic necrosis virus,https://pubmed.ncbi.nlm.nih.gov/33038571/
